"genre","year","month","count"
"TV Shows","2004","2","2"
"TV Shows","2004","3","4"
"TV Shows","2004","4","3"
"TV Shows","2004","5","1"
"TV Shows","2004","6","2"
"TV Shows","2004","7","3"
"TV Shows","2004","8","2"
"TV Shows","2004","9","1"
"TV Shows","2004","10","5"
"TV Shows","2004","11","2"
"TV Shows","2004","12","2"
"TV Shows","2005","1","2"
"TV Shows","2005","2","0"
"TV Shows","2005","3","3"
"TV Shows","2005","4","7"
"TV Shows","2005","5","2"
"TV Shows","2005","6","4"
"TV Shows","2005","7","4"
"TV Shows","2005","8","6"
"TV Shows","2005","9","1"
"TV Shows","2005","10","3"
"TV Shows","2005","11","2"
"TV Shows","2005","12","6"
"TV Shows","2006","1","3"
"TV Shows","2006","2","5"
"TV Shows","2006","3","2"
"TV Shows","2006","4","4"
"TV Shows","2006","5","2"
"TV Shows","2006","6","3"
"TV Shows","2006","7","5"
"TV Shows","2006","8","4"
"TV Shows","2006","9","3"
"TV Shows","2006","10","5"
"TV Shows","2006","11","4"
"TV Shows","2006","12","1"
"TV Shows","2007","1","5"
"TV Shows","2007","2","1"
"TV Shows","2007","3","2"
"TV Shows","2007","4","2"
"TV Shows","2007","5","2"
"TV Shows","2007","6","5"
"TV Shows","2007","7","4"
"TV Shows","2007","8","4"
"TV Shows","2007","9","6"
"TV Shows","2007","10","3"
"TV Shows","2007","11","5"
"TV Shows","2007","12","1"
"TV Shows","2008","1","5"
"TV Shows","2008","2","6"
"TV Shows","2008","3","4"
"TV Shows","2008","4","1"
"TV Shows","2008","5","4"
"TV Shows","2008","6","4"
"TV Shows","2008","7","2"
"TV Shows","2008","8","2"
"TV Shows","2008","9","2"
"TV Shows","2008","10","3"
"TV Shows","2008","11","7"
"TV Shows","2008","12","3"
"TV Shows","2009","1","1"
"TV Shows","2009","2","2"
"TV Shows","2009","3","6"
"TV Shows","2009","4","1"
"TV Shows","2009","5","1"
"TV Shows","2009","6","2"
"TV Shows","2009","7","3"
"TV Shows","2009","8","3"
"TV Shows","2009","9","0"
"TV Shows","2009","10","1"
"TV Shows","2009","11","5"
"TV Shows","2009","12","8"
"TV Shows","2010","1","0"
"TV Shows","2010","2","4"
"TV Shows","2010","3","6"
"TV Shows","2010","4","2"
"TV Shows","2010","5","3"
"TV Shows","2010","6","3"
"TV Shows","2010","7","8"
"TV Shows","2010","8","3"
"TV Shows","2010","9","1"
"TV Shows","2010","10","3"
"TV Shows","2010","11","1"
"TV Shows","2010","12","6"
"TV Shows","2011","1","2"
"TV Shows","2011","2","4"
"TV Shows","2011","3","6"
"TV Shows","2011","4","5"
"TV Shows","2011","5","3"
"TV Shows","2011","6","6"
"TV Shows","2011","7","1"
"TV Shows","2011","8","4"
"TV Shows","2011","9","6"
"TV Shows","2011","10","5"
"TV Shows","2011","11","6"
"TV Shows","2011","12","3"
"TV Shows","2012","1","1"
"TV Shows","2012","2","1"
"TV Shows","2012","3","7"
"TV Shows","2012","4","6"
"TV Shows","2012","5","1"
"TV Shows","2012","6","1"
"TV Shows","2012","7","6"
"TV Shows","2012","8","3"
"TV Shows","2012","9","7"
"TV Shows","2012","10","6"
"TV Shows","2012","11","5"
"TV Shows","2012","12","4"
"TV Shows","2013","1","7"
"TV Shows","2013","2","3"
"TV Shows","2013","3","5"
"TV Shows","2013","4","4"
"TV Shows","2013","5","5"
"TV Shows","2013","6","5"
"TV Shows","2013","7","2"
"TV Shows","2013","8","4"
"TV Shows","2013","9","4"
"TV Shows","2013","10","4"
"TV Shows","2013","11","4"
"TV Shows","2013","12","8"
"TV Shows","2014","1","5"
"TV Shows","2014","2","2"
"TV Shows","2014","3","6"
"TV Shows","2014","4","1"
"TV Shows","2014","5","5"
"TV Shows","2014","6","3"
"TV Shows","2014","7","4"
"TV Shows","2014","8","8"
"TV Shows","2014","9","5"
"TV Shows","2014","10","5"
"TV Shows","2014","11","8"
"TV Shows","2014","12","3"
"TV Shows","2015","1","5"
"TV Shows","2015","2","3"
"TV Shows","2015","3","4"
"TV Shows","2015","4","2"
"TV Shows","2015","5","6"
"TV Shows","2015","6","5"
"TV Shows","2015","7","6"
"TV Shows","2015","8","3"
"TV Shows","2015","9","5"
"TV Shows","2015","10","1"
"TV Shows","2015","11","9"
"TV Shows","2015","12","5"
"TV Shows","2016","1","5"
"TV Shows","2016","2","5"
"TV Shows","2016","3","1"
"TV Shows","2016","4","3"
"TV Shows","2016","5","2"
"TV Shows","2016","6","5"
"TV Shows","2016","7","6"
"TV Shows","2016","8","7"
"TV Shows","2016","9","7"
"TV Shows","2016","10","5"
"TV Shows","2016","11","7"
"TV Shows","2016","12","4"
"TV Shows","2017","1","6"
"TV Shows","2017","2","4"
"TV Shows","2017","3","5"
"TV Shows","2017","4","4"
"TV Shows","2017","5","6"
"TV Shows","2017","6","4"
"TV Shows","2017","7","7"
"TV Shows","2017","8","6"
"TV Shows","2017","9","5"
"TV Shows","2017","10","3"
"TV Shows","2017","11","5"
"TV Shows","2017","12","3"
"TV Shows","2018","1","4"
"TV Shows","2018","2","6"
"TV Shows","2018","3","6"
"TV Shows","2018","4","4"
"TV Shows","2018","5","5"
"TV Shows","2018","6","5"
"TV Shows","2018","7","5"
"TV Shows","2018","8","4"
"TV Shows","2018","9","7"
"TV Shows","2018","10","7"
"TV Shows","2018","11","8"
"TV Shows","2018","12","8"
"TV Shows","2019","1","7"
"TV Shows","2019","2","6"
"TV Shows","2019","3","11"
"TV Shows","2019","4","7"
"TV Shows","2019","5","6"
"TV Shows","2019","6","5"
"TV Shows","2019","7","5"
"TV Shows","2019","8","7"
"TV Shows","2019","9","4"
"TV Shows","2019","10","4"
"TV Shows","2019","11","10"
"TV Shows","2019","12","10"
"TV Shows","2020","1","8"
"TV Shows","2020","2","11"
"TV Shows","2020","3","5"
"TV Shows","2020","4","6"
"TV Shows","2020","5","2"
"TV Shows","2020","6","0"
"TV Shows","2020","7","9"
"TV Shows","2020","8","12"
"TV Shows","2020","9","5"
"TV Shows","2020","10","9"
"TV Shows","2020","11","12"
"TV Shows","2020","12","6"
"TV Shows","2021","1","9"
"TV Shows","2021","2","7"
"TV Shows","2021","3","11"
"TV Shows","2021","4","3"
"TV Shows","2021","5","2"
"TV Shows","2021","6","11"
"TV Shows","2021","7","6"
"TV Shows","2021","8","6"
"TV Shows","2021","9","7"
"TV Shows","2021","10","7"
"TV Shows","2021","11","4"
"TV Shows","2021","12","9"
"TV Shows","2022","1","6"
"TV Shows","2022","2","5"
"TV Shows","2022","3","5"
"TV Shows","2022","4","8"
"TV Shows","2022","5","6"
"TV Shows","2022","6","9"
"TV Shows","2022","7","7"
"TV Shows","2022","8","8"
"TV Shows","2022","9","9"
"TV Shows","2022","10","8"
"TV Shows","2022","11","11"
"TV Shows","2022","12","17"
"TV Shows","2023","1","6"
"TV Shows","2023","2","11"
"TV Shows","2023","3","14"
"TV Shows","2023","4","9"
"TV Shows","2023","5","11"
"TV Shows","2023","6","6"
"TV Shows","2023","7","9"
"TV Shows","2023","8","12"
"TV Shows","2023","9","3"
"TV Shows","2023","10","14"
"TV Shows","2023","11","9"
"TV Shows","2023","12","10"
"TV Shows","2024","1","13"
"TV Shows","2024","2","14"
"TV Shows","2024","3","16"
"TV Shows","2024","4","12"
"TV Shows","2024","5","12"
"TV Shows","2024","6","15"
"TV Shows","2024","7","6"
"TV Shows","2024","8","15"
"TV Shows","2024","9","10"
"TV Shows","2024","10","18"
"TV Shows","2024","11","13"
"TV Shows","2024","12","18"
"TV Shows","2025","1","18"
"TV Shows","2025","2","19"
"TV Thrillers","1970","2","0"
"TV Thrillers","1970","3","0"
"TV Thrillers","1970","4","0"
"TV Thrillers","1970","5","0"
"TV Thrillers","1970","6","0"
"TV Thrillers","1970","7","0"
"TV Thrillers","1970","8","0"
"TV Thrillers","1970","9","0"
"TV Thrillers","1970","10","1"
"TV Thrillers","1970","11","1"
"TV Thrillers","1970","12","0"
"TV Thrillers","1971","1","0"
"TV Thrillers","1971","2","0"
"TV Thrillers","1971","3","0"
"TV Thrillers","1971","4","0"
"TV Thrillers","1971","5","0"
"TV Thrillers","1971","6","1"
"TV Thrillers","1971","7","0"
"TV Thrillers","1971","8","0"
"TV Thrillers","1971","9","0"
"TV Thrillers","1971","10","0"
"TV Thrillers","1971","11","0"
"TV Thrillers","1971","12","0"
"TV Thrillers","1972","1","0"
"TV Thrillers","1972","2","1"
"TV Thrillers","1972","3","0"
"TV Thrillers","1972","4","1"
"TV Thrillers","1972","5","0"
"TV Thrillers","1972","6","0"
"TV Thrillers","1972","7","0"
"TV Thrillers","1972","8","0"
"TV Thrillers","1972","9","0"
"TV Thrillers","1972","10","1"
"TV Thrillers","1972","11","2"
"TV Thrillers","1972","12","1"
"TV Thrillers","1973","1","0"
"TV Thrillers","1973","2","0"
"TV Thrillers","1973","3","1"
"TV Thrillers","1973","4","0"
"TV Thrillers","1973","5","0"
"TV Thrillers","1973","6","1"
"TV Thrillers","1973","7","0"
"TV Thrillers","1973","8","0"
"TV Thrillers","1973","9","0"
"TV Thrillers","1973","10","0"
"TV Thrillers","1973","11","3"
"TV Thrillers","1973","12","0"
"TV Thrillers","1974","1","2"
"TV Thrillers","1974","2","0"
"TV Thrillers","1974","3","1"
"TV Thrillers","1974","4","2"
"TV Thrillers","1974","5","1"
"TV Thrillers","1974","6","1"
"TV Thrillers","1974","7","0"
"TV Thrillers","1974","8","2"
"TV Thrillers","1974","9","0"
"TV Thrillers","1974","10","0"
"TV Thrillers","1974","11","1"
"TV Thrillers","1974","12","2"
"TV Thrillers","1975","1","1"
"TV Thrillers","1975","2","1"
"TV Thrillers","1975","3","1"
"TV Thrillers","1975","4","0"
"TV Thrillers","1975","5","1"
"TV Thrillers","1975","6","1"
"TV Thrillers","1975","7","1"
"TV Thrillers","1975","8","0"
"TV Thrillers","1975","9","1"
"TV Thrillers","1975","10","1"
"TV Thrillers","1975","11","1"
"TV Thrillers","1975","12","1"
"TV Thrillers","1976","1","0"
"TV Thrillers","1976","2","0"
"TV Thrillers","1976","3","1"
"TV Thrillers","1976","4","0"
"TV Thrillers","1976","5","1"
"TV Thrillers","1976","6","0"
"TV Thrillers","1976","7","1"
"TV Thrillers","1976","8","2"
"TV Thrillers","1976","9","1"
"TV Thrillers","1976","10","2"
"TV Thrillers","1976","11","0"
"TV Thrillers","1976","12","0"
"TV Thrillers","1977","1","1"
"TV Thrillers","1977","2","4"
"TV Thrillers","1977","3","0"
"TV Thrillers","1977","4","0"
"TV Thrillers","1977","5","6"
"TV Thrillers","1977","6","3"
"TV Thrillers","1977","7","0"
"TV Thrillers","1977","8","0"
"TV Thrillers","1977","9","0"
"TV Thrillers","1977","10","2"
"TV Thrillers","1977","11","2"
"TV Thrillers","1977","12","1"
"TV Thrillers","1978","1","1"
"TV Thrillers","1978","2","3"
"TV Thrillers","1978","3","3"
"TV Thrillers","1978","4","2"
"TV Thrillers","1978","5","2"
"TV Thrillers","1978","6","0"
"TV Thrillers","1978","7","0"
"TV Thrillers","1978","8","3"
"TV Thrillers","1978","9","3"
"TV Thrillers","1978","10","2"
"TV Thrillers","1978","11","1"
"TV Thrillers","1978","12","1"
"TV Thrillers","1979","1","0"
"TV Thrillers","1979","2","1"
"TV Thrillers","1979","3","3"
"TV Thrillers","1979","4","1"
"TV Thrillers","1979","5","2"
"TV Thrillers","1979","6","2"
"TV Thrillers","1979","7","1"
"TV Thrillers","1979","8","2"
"TV Thrillers","1979","9","2"
"TV Thrillers","1979","10","2"
"TV Thrillers","1979","11","1"
"TV Thrillers","1979","12","0"
"TV Thrillers","1980","1","1"
"TV Thrillers","1980","2","5"
"TV Thrillers","1980","3","2"
"TV Thrillers","1980","4","4"
"TV Thrillers","1980","5","2"
"TV Thrillers","1980","6","1"
"TV Thrillers","1980","7","1"
"TV Thrillers","1980","8","1"
"TV Thrillers","1980","9","2"
"TV Thrillers","1980","10","2"
"TV Thrillers","1980","11","5"
"TV Thrillers","1980","12","1"
"TV Thrillers","1981","1","1"
"TV Thrillers","1981","2","1"
"TV Thrillers","1981","3","1"
"TV Thrillers","1981","4","2"
"TV Thrillers","1981","5","5"
"TV Thrillers","1981","6","2"
"TV Thrillers","1981","7","1"
"TV Thrillers","1981","8","0"
"TV Thrillers","1981","9","3"
"TV Thrillers","1981","10","3"
"TV Thrillers","1981","11","5"
"TV Thrillers","1981","12","2"
"TV Thrillers","1982","1","5"
"TV Thrillers","1982","2","1"
"TV Thrillers","1982","3","4"
"TV Thrillers","1982","4","5"
"TV Thrillers","1982","5","2"
"TV Thrillers","1982","6","2"
"TV Thrillers","1982","7","3"
"TV Thrillers","1982","8","5"
"TV Thrillers","1982","9","2"
"TV Thrillers","1982","10","3"
"TV Thrillers","1982","11","0"
"TV Thrillers","1982","12","0"
"TV Thrillers","1983","1","1"
"TV Thrillers","1983","2","4"
"TV Thrillers","1983","3","5"
"TV Thrillers","1983","4","2"
"TV Thrillers","1983","5","2"
"TV Thrillers","1983","6","3"
"TV Thrillers","1983","7","4"
"TV Thrillers","1983","8","1"
"TV Thrillers","1983","9","3"
"TV Thrillers","1983","10","3"
"TV Thrillers","1983","11","5"
"TV Thrillers","1983","12","7"
"TV Thrillers","1984","1","8"
"TV Thrillers","1984","2","3"
"TV Thrillers","1984","3","4"
"TV Thrillers","1984","4","3"
"TV Thrillers","1984","5","1"
"TV Thrillers","1984","6","5"
"TV Thrillers","1984","7","3"
"TV Thrillers","1984","8","3"
"TV Thrillers","1984","9","2"
"TV Thrillers","1984","10","3"
"TV Thrillers","1984","11","4"
"TV Thrillers","1984","12","3"
"TV Thrillers","1985","1","2"
"TV Thrillers","1985","2","1"
"TV Thrillers","1985","3","1"
"TV Thrillers","1985","4","0"
"TV Thrillers","1985","5","7"
"TV Thrillers","1985","6","3"
"TV Thrillers","1985","7","5"
"TV Thrillers","1985","8","3"
"TV Thrillers","1985","9","2"
"TV Thrillers","1985","10","1"
"TV Thrillers","1985","11","7"
"TV Thrillers","1985","12","3"
"TV Thrillers","1986","1","4"
"TV Thrillers","1986","2","3"
"TV Thrillers","1986","3","4"
"TV Thrillers","1986","4","2"
"TV Thrillers","1986","5","3"
"TV Thrillers","1986","6","6"
"TV Thrillers","1986","7","2"
"TV Thrillers","1986","8","3"
"TV Thrillers","1986","9","1"
"TV Thrillers","1986","10","4"
"TV Thrillers","1986","11","4"
"TV Thrillers","1986","12","7"
"TV Thrillers","1987","1","2"
"TV Thrillers","1987","2","1"
"TV Thrillers","1987","3","4"
"TV Thrillers","1987","4","6"
"TV Thrillers","1987","5","4"
"TV Thrillers","1987","6","4"
"TV Thrillers","1987","7","4"
"TV Thrillers","1987","8","4"
"TV Thrillers","1987","9","3"
"TV Thrillers","1987","10","2"
"TV Thrillers","1987","11","2"
"TV Thrillers","1987","12","6"
"TV Thrillers","1988","1","4"
"TV Thrillers","1988","2","2"
"TV Thrillers","1988","3","1"
"TV Thrillers","1988","4","3"
"TV Thrillers","1988","5","3"
"TV Thrillers","1988","6","5"
"TV Thrillers","1988","7","4"
"TV Thrillers","1988","8","2"
"TV Thrillers","1988","9","5"
"TV Thrillers","1988","10","4"
"TV Thrillers","1988","11","9"
"TV Thrillers","1988","12","5"
"TV Thrillers","1989","1","2"
"TV Thrillers","1989","2","7"
"TV Thrillers","1989","3","5"
"TV Thrillers","1989","4","4"
"TV Thrillers","1989","5","4"
"TV Thrillers","1989","6","2"
"TV Thrillers","1989","7","5"
"TV Thrillers","1989","8","3"
"TV Thrillers","1989","9","3"
"TV Thrillers","1989","10","6"
"TV Thrillers","1989","11","5"
"TV Thrillers","1989","12","5"
"TV Thrillers","1990","1","6"
"TV Thrillers","1990","2","6"
"TV Thrillers","1990","3","8"
"TV Thrillers","1990","4","3"
"TV Thrillers","1990","5","3"
"TV Thrillers","1990","6","8"
"TV Thrillers","1990","7","6"
"TV Thrillers","1990","8","6"
"TV Thrillers","1990","9","4"
"TV Thrillers","1990","10","8"
"TV Thrillers","1990","11","4"
"TV Thrillers","1990","12","1"
"TV Thrillers","1991","1","5"
"TV Thrillers","1991","2","6"
"TV Thrillers","1991","3","7"
"TV Thrillers","1991","4","5"
"TV Thrillers","1991","5","8"
"TV Thrillers","1991","6","6"
"TV Thrillers","1991","7","2"
"TV Thrillers","1991","8","5"
"TV Thrillers","1991","9","6"
"TV Thrillers","1991","10","7"
"TV Thrillers","1991","11","4"
"TV Thrillers","1991","12","3"
"TV Thrillers","1992","1","4"
"TV Thrillers","1992","2","6"
"TV Thrillers","1992","3","3"
"TV Thrillers","1992","4","3"
"TV Thrillers","1992","5","5"
"TV Thrillers","1992","6","0"
"TV Thrillers","1992","7","4"
"TV Thrillers","1992","8","2"
"TV Thrillers","1992","9","2"
"TV Thrillers","1992","10","7"
"TV Thrillers","1992","11","1"
"TV Thrillers","1992","12","1"
"TV Thrillers","1993","1","5"
"TV Thrillers","1993","2","2"
"TV Thrillers","1993","3","8"
"TV Thrillers","1993","4","10"
"TV Thrillers","1993","5","7"
"TV Thrillers","1993","6","5"
"TV Thrillers","1993","7","3"
"TV Thrillers","1993","8","5"
"TV Thrillers","1993","9","2"
"TV Thrillers","1993","10","7"
"TV Thrillers","1993","11","10"
"TV Thrillers","1993","12","7"
"TV Thrillers","1994","1","2"
"TV Thrillers","1994","2","4"
"TV Thrillers","1994","3","5"
"TV Thrillers","1994","4","11"
"TV Thrillers","1994","5","4"
"TV Thrillers","1994","6","6"
"TV Thrillers","1994","7","5"
"TV Thrillers","1994","8","7"
"TV Thrillers","1994","9","2"
"TV Thrillers","1994","10","12"
"TV Thrillers","1994","11","10"
"TV Thrillers","1994","12","6"
"TV Thrillers","1995","1","8"
"TV Thrillers","1995","2","7"
"TV Thrillers","1995","3","4"
"TV Thrillers","1995","4","3"
"TV Thrillers","1995","5","2"
"TV Thrillers","1995","6","7"
"TV Thrillers","1995","7","9"
"TV Thrillers","1995","8","5"
"TV Thrillers","1995","9","5"
"TV Thrillers","1995","10","11"
"TV Thrillers","1995","11","3"
"TV Thrillers","1995","12","7"
"TV Thrillers","1996","1","9"
"TV Thrillers","1996","2","9"
"TV Thrillers","1996","3","6"
"TV Thrillers","1996","4","8"
"TV Thrillers","1996","5","7"
"TV Thrillers","1996","6","5"
"TV Thrillers","1996","7","8"
"TV Thrillers","1996","8","3"
"TV Thrillers","1996","9","6"
"TV Thrillers","1996","10","3"
"TV Thrillers","1996","11","10"
"TV Thrillers","1996","12","2"
"TV Thrillers","1997","1","5"
"TV Thrillers","1997","2","8"
"TV Thrillers","1997","3","7"
"TV Thrillers","1997","4","5"
"TV Thrillers","1997","5","7"
"TV Thrillers","1997","6","3"
"TV Thrillers","1997","7","5"
"TV Thrillers","1997","8","9"
"TV Thrillers","1997","9","5"
"TV Thrillers","1997","10","6"
"TV Thrillers","1997","11","11"
"TV Thrillers","1997","12","6"
"TV Thrillers","1998","1","7"
"TV Thrillers","1998","2","6"
"TV Thrillers","1998","3","10"
"TV Thrillers","1998","4","3"
"TV Thrillers","1998","5","7"
"TV Thrillers","1998","6","8"
"TV Thrillers","1998","7","5"
"TV Thrillers","1998","8","7"
"TV Thrillers","1998","9","4"
"TV Thrillers","1998","10","5"
"TV Thrillers","1998","11","9"
"TV Thrillers","1998","12","8"
"TV Thrillers","1999","1","5"
"TV Thrillers","1999","2","6"
"TV Thrillers","1999","3","11"
"TV Thrillers","1999","4","11"
"TV Thrillers","1999","5","7"
"TV Thrillers","1999","6","5"
"TV Thrillers","1999","7","7"
"TV Thrillers","1999","8","8"
"TV Thrillers","1999","9","7"
"TV Thrillers","1999","10","12"
"TV Thrillers","1999","11","10"
"TV Thrillers","1999","12","11"
"TV Thrillers","2000","1","5"
"TV Thrillers","2000","2","9"
"TV Thrillers","2000","3","8"
"TV Thrillers","2000","4","5"
"TV Thrillers","2000","5","12"
"TV Thrillers","2000","6","7"
"TV Thrillers","2000","7","9"
"TV Thrillers","2000","8","6"
"TV Thrillers","2000","9","13"
"TV Thrillers","2000","10","8"
"TV Thrillers","2000","11","6"
"TV Thrillers","2000","12","12"
"TV Thrillers","2001","1","10"
"TV Thrillers","2001","2","3"
"TV Thrillers","2001","3","10"
"TV Thrillers","2001","4","8"
"TV Thrillers","2001","5","10"
"TV Thrillers","2001","6","5"
"TV Thrillers","2001","7","3"
"TV Thrillers","2001","8","11"
"TV Thrillers","2001","9","7"
"TV Thrillers","2001","10","8"
"TV Thrillers","2001","11","9"
"TV Thrillers","2001","12","6"
"TV Thrillers","2002","1","14"
"TV Thrillers","2002","2","10"
"TV Thrillers","2002","3","7"
"TV Thrillers","2002","4","13"
"TV Thrillers","2002","5","4"
"TV Thrillers","2002","6","8"
"TV Thrillers","2002","7","10"
"TV Thrillers","2002","8","9"
"TV Thrillers","2002","9","9"
"TV Thrillers","2002","10","12"
"TV Thrillers","2002","11","6"
"TV Thrillers","2002","12","8"
"TV Thrillers","2003","1","6"
"TV Thrillers","2003","2","12"
"TV Thrillers","2003","3","14"
"TV Thrillers","2003","4","12"
"TV Thrillers","2003","5","7"
"TV Thrillers","2003","6","7"
"TV Thrillers","2003","7","10"
"TV Thrillers","2003","8","6"
"TV Thrillers","2003","9","13"
"TV Thrillers","2003","10","7"
"TV Thrillers","2003","11","19"
"TV Thrillers","2003","12","7"
"TV Thrillers","2004","1","8"
"TV Thrillers","2004","2","5"
"TV Thrillers","2004","3","9"
"TV Thrillers","2004","4","8"
"TV Thrillers","2004","5","14"
"TV Thrillers","2004","6","16"
"TV Thrillers","2004","7","8"
"TV Thrillers","2004","8","9"
"TV Thrillers","2004","9","6"
"TV Thrillers","2004","10","15"
"TV Thrillers","2004","11","7"
"TV Thrillers","2004","12","12"
"TV Thrillers","2005","1","12"
"TV Thrillers","2005","2","6"
"TV Thrillers","2005","3","7"
"TV Thrillers","2005","4","6"
"TV Thrillers","2005","5","13"
"TV Thrillers","2005","6","12"
"TV Thrillers","2005","7","7"
"TV Thrillers","2005","8","16"
"TV Thrillers","2005","9","10"
"TV Thrillers","2005","10","7"
"TV Thrillers","2005","11","4"
"TV Thrillers","2005","12","9"
"TV Thrillers","2006","1","9"
"TV Thrillers","2006","2","11"
"TV Thrillers","2006","3","16"
"TV Thrillers","2006","4","5"
"TV Thrillers","2006","5","7"
"TV Thrillers","2006","6","8"
"TV Thrillers","2006","7","9"
"TV Thrillers","2006","8","11"
"TV Thrillers","2006","9","14"
"TV Thrillers","2006","10","14"
"TV Thrillers","2006","11","15"
"TV Thrillers","2006","12","13"
"TV Thrillers","2007","1","12"
"TV Thrillers","2007","2","11"
"TV Thrillers","2007","3","7"
"TV Thrillers","2007","4","12"
"TV Thrillers","2007","5","13"
"TV Thrillers","2007","6","9"
"TV Thrillers","2007","7","8"
"TV Thrillers","2007","8","10"
"TV Thrillers","2007","9","11"
"TV Thrillers","2007","10","14"
"TV Thrillers","2007","11","10"
"TV Thrillers","2007","12","13"
"TV Thrillers","2008","1","10"
"TV Thrillers","2008","2","4"
"TV Thrillers","2008","3","18"
"TV Thrillers","2008","4","13"
"TV Thrillers","2008","5","20"
"TV Thrillers","2008","6","18"
"TV Thrillers","2008","7","10"
"TV Thrillers","2008","8","5"
"TV Thrillers","2008","9","7"
"TV Thrillers","2008","10","16"
"TV Thrillers","2008","11","9"
"TV Thrillers","2008","12","12"
"TV Thrillers","2009","1","15"
"TV Thrillers","2009","2","16"
"TV Thrillers","2009","3","10"
"TV Thrillers","2009","4","17"
"TV Thrillers","2009","5","16"
"TV Thrillers","2009","6","15"
"TV Thrillers","2009","7","11"
"TV Thrillers","2009","8","11"
"TV Thrillers","2009","9","13"
"TV Thrillers","2009","10","10"
"TV Thrillers","2009","11","11"
"TV Thrillers","2009","12","18"
"TV Thrillers","2010","1","12"
"TV Thrillers","2010","2","10"
"TV Thrillers","2010","3","10"
"TV Thrillers","2010","4","13"
"TV Thrillers","2010","5","11"
"TV Thrillers","2010","6","15"
"TV Thrillers","2010","7","18"
"TV Thrillers","2010","8","16"
"TV Thrillers","2010","9","20"
"TV Thrillers","2010","10","15"
"TV Thrillers","2010","11","10"
"TV Thrillers","2010","12","7"
"TV Thrillers","2011","1","11"
"TV Thrillers","2011","2","14"
"TV Thrillers","2011","3","23"
"TV Thrillers","2011","4","12"
"TV Thrillers","2011","5","11"
"TV Thrillers","2011","6","16"
"TV Thrillers","2011","7","24"
"TV Thrillers","2011","8","14"
"TV Thrillers","2011","9","13"
"TV Thrillers","2011","10","10"
"TV Thrillers","2011","11","11"
"TV Thrillers","2011","12","19"
"TV Thrillers","2012","1","17"
"TV Thrillers","2012","2","13"
"TV Thrillers","2012","3","17"
"TV Thrillers","2012","4","15"
"TV Thrillers","2012","5","11"
"TV Thrillers","2012","6","13"
"TV Thrillers","2012","7","8"
"TV Thrillers","2012","8","10"
"TV Thrillers","2012","9","12"
"TV Thrillers","2012","10","8"
"TV Thrillers","2012","11","20"
"TV Thrillers","2012","12","17"
"TV Thrillers","2013","1","14"
"TV Thrillers","2013","2","12"
"TV Thrillers","2013","3","4"
"TV Thrillers","2013","4","16"
"TV Thrillers","2013","5","12"
"TV Thrillers","2013","6","17"
"TV Thrillers","2013","7","15"
"TV Thrillers","2013","8","20"
"TV Thrillers","2013","9","18"
"TV Thrillers","2013","10","23"
"TV Thrillers","2013","11","14"
"TV Thrillers","2013","12","17"
"TV Thrillers","2014","1","16"
"TV Thrillers","2014","2","18"
"TV Thrillers","2014","3","18"
"TV Thrillers","2014","4","10"
"TV Thrillers","2014","5","18"
"TV Thrillers","2014","6","8"
"TV Thrillers","2014","7","10"
"TV Thrillers","2014","8","18"
"TV Thrillers","2014","9","12"
"TV Thrillers","2014","10","16"
"TV Thrillers","2014","11","18"
"TV Thrillers","2014","12","23"
"TV Thrillers","2015","1","19"
"TV Thrillers","2015","2","24"
"TV Thrillers","2015","3","22"
"TV Thrillers","2015","4","18"
"TV Thrillers","2015","5","21"
"TV Thrillers","2015","6","20"
"TV Thrillers","2015","7","19"
"TV Thrillers","2015","8","16"
"TV Thrillers","2015","9","22"
"TV Thrillers","2015","10","20"
"TV Thrillers","2015","11","21"
"TV Thrillers","2015","12","10"
"TV Thrillers","2016","1","24"
"TV Thrillers","2016","2","24"
"TV Thrillers","2016","3","16"
"TV Thrillers","2016","4","19"
"TV Thrillers","2016","5","11"
"TV Thrillers","2016","6","21"
"TV Thrillers","2016","7","20"
"TV Thrillers","2016","8","19"
"TV Thrillers","2016","9","25"
"TV Thrillers","2016","10","16"
"TV Thrillers","2016","11","24"
"TV Thrillers","2016","12","18"
"TV Thrillers","2017","1","17"
"TV Thrillers","2017","2","14"
"TV Thrillers","2017","3","17"
"TV Thrillers","2017","4","11"
"TV Thrillers","2017","5","12"
"TV Thrillers","2017","6","15"
"TV Thrillers","2017","7","20"
"TV Thrillers","2017","8","19"
"TV Thrillers","2017","9","23"
"TV Thrillers","2017","10","23"
"TV Thrillers","2017","11","23"
"TV Thrillers","2017","12","20"
"TV Thrillers","2018","1","23"
"TV Thrillers","2018","2","16"
"TV Thrillers","2018","3","23"
"TV Thrillers","2018","4","22"
"TV Thrillers","2018","5","21"
"TV Thrillers","2018","6","23"
"TV Thrillers","2018","7","27"
"TV Thrillers","2018","8","17"
"TV Thrillers","2018","9","21"
"TV Thrillers","2018","10","27"
"TV Thrillers","2018","11","25"
"TV Thrillers","2018","12","18"
"TV Thrillers","2019","1","25"
"TV Thrillers","2019","2","24"
"TV Thrillers","2019","3","18"
"TV Thrillers","2019","4","24"
"TV Thrillers","2019","5","26"
"TV Thrillers","2019","6","19"
"TV Thrillers","2019","7","19"
"TV Thrillers","2019","8","23"
"TV Thrillers","2019","9","18"
"TV Thrillers","2019","10","19"
"TV Thrillers","2019","11","26"
"TV Thrillers","2019","12","25"
